asin,delivery,discount,image_url,original_price,price,prime,rating,reviews_count,sponsored,title,url
B07258PZNJ,N/A,N/A,https://m.media-amazon.com/images/I/818CqPlPsLL._AC_UY218_.jpg,N/A,N/A,No,4.0,178,No,"Canon MF241D Digital Multifunction Laser Printer, Black, Standard",https://www.amazon.in/Canon-MF241D-Digital-Multifunction-Printer/dp/B07258PZNJ/ref=sr_1_51?crid=TINXTBF0YKTM&dib=eyJ2IjoiMSJ9.Uqnvz5j6A7oS83cBNLEjn1P-co55P9K_-Wdcvfk9LdG5vM00x7-hG8K-RmTzevnninQyGLDhbpAAsVhYlWML4PnYa_Ug_brazoDNXnkjv4-VySDgrmyQZwqhZAk8Tii4KBAvTCe-EtXWZCh68183Gz09BmS6Q2gGyPtjoGu5BvVlU-813Z4v9uiMjyEz1wshdJdzlJ7lHe1PmIrVHMKYu47sSoONrrouPXhCbv5oauQ.FXRYELsIXDhZrOOu3ieohj1hDjNsySkXtYm5r3ontnc&dib_tag=se&keywords=printer&qid=1741419558&sprefix=printer%2Caps%2C240&sr=8-51
B09N3LHV2X,N/A,(23% off),https://m.media-amazon.com/images/I/51syeAn7ElL._AC_UY218_.jpg,"₹17,999","₹13,899",No,4.0,3103,No,"Epson Ecotank L3250 A4 Wi-Fi All-in-One Ink Tank Colour Printer Ink, Black",https://www.amazon.in/Epson-EcoTank-L3250-Wi-Fi-Printer/dp/B09N3LHV2X/ref=sr_1_52?crid=TINXTBF0YKTM&dib=eyJ2IjoiMSJ9.Uqnvz5j6A7oS83cBNLEjn1P-co55P9K_-Wdcvfk9LdG5vM00x7-hG8K-RmTzevnninQyGLDhbpAAsVhYlWML4PnYa_Ug_brazoDNXnkjv4-VySDgrmyQZwqhZAk8Tii4KBAvTCe-EtXWZCh68183Gz09BmS6Q2gGyPtjoGu5BvVlU-813Z4v9uiMjyEz1wshdJdzlJ7lHe1PmIrVHMKYu47sSoONrrouPXhCbv5oauQ.FXRYELsIXDhZrOOu3ieohj1hDjNsySkXtYm5r3ontnc&dib_tag=se&keywords=printer&qid=1741419558&sprefix=printer%2Caps%2C240&sr=8-52
B01JOFKL0A,N/A,N/A,https://m.media-amazon.com/images/I/51klz5w3beL._AC_UY218_.jpg,"₹5,899","₹5,899",No,3.8,10440,Yes,Canon Pixma E477 All-in-One Wireless Ink Efficient Colour Printer (White/Blue),https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozMDAxMTU2NjMxMzcyMjcxOjE3NDE0MTk1NTg6c3BfYnRmOjIwMTU3NjM3MDQzMDk4OjowOjo&url=%2FCanon-E477-Wireless-Efficient-Printer%2Fdp%2FB01JOFKL0A%2Fref%3Dsr_1_53_sspa%3Fcrid%3DTINXTBF0YKTM%26dib%3DeyJ2IjoiMSJ9.Uqnvz5j6A7oS83cBNLEjn1P-co55P9K_-Wdcvfk9LdG5vM00x7-hG8K-RmTzevnninQyGLDhbpAAsVhYlWML4PnYa_Ug_brazoDNXnkjv4-VySDgrmyQZwqhZAk8Tii4KBAvTCe-EtXWZCh68183Gz09BmS6Q2gGyPtjoGu5BvVlU-813Z4v9uiMjyEz1wshdJdzlJ7lHe1PmIrVHMKYu47sSoONrrouPXhCbv5oauQ.FXRYELsIXDhZrOOu3ieohj1hDjNsySkXtYm5r3ontnc%26dib_tag%3Dse%26keywords%3Dprinter%26qid%3D1741419558%26sprefix%3Dprinter%252Caps%252C240%26sr%3D8-53-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
B01H25A1AE,N/A,(29% off),https://m.media-amazon.com/images/I/510un0jZqPL._AC_UY218_.jpg,"₹18,295","₹12,999",No,4.1,12027,Yes,Canon PIXMA MegaTank G3000 All in One WiFi Inktank Colour Printer with 2 Additional Black Ink Bottles,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozMDAxMTU2NjMxMzcyMjcxOjE3NDE0MTk1NTg6c3BfYnRmOjMwMDEzMzA1ODczOTYzMjo6MDo6&url=%2FCanon-G3000-Wireless-Colour-Printer%2Fdp%2FB01H25A1AE%2Fref%3Dsr_1_54_sspa%3Fcrid%3DTINXTBF0YKTM%26dib%3DeyJ2IjoiMSJ9.Uqnvz5j6A7oS83cBNLEjn1P-co55P9K_-Wdcvfk9LdG5vM00x7-hG8K-RmTzevnninQyGLDhbpAAsVhYlWML4PnYa_Ug_brazoDNXnkjv4-VySDgrmyQZwqhZAk8Tii4KBAvTCe-EtXWZCh68183Gz09BmS6Q2gGyPtjoGu5BvVlU-813Z4v9uiMjyEz1wshdJdzlJ7lHe1PmIrVHMKYu47sSoONrrouPXhCbv5oauQ.FXRYELsIXDhZrOOu3ieohj1hDjNsySkXtYm5r3ontnc%26dib_tag%3Dse%26keywords%3Dprinter%26qid%3D1741419558%26sprefix%3Dprinter%252Caps%252C240%26sr%3D8-54-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
B0BN1XT6TF,"Mon, 10 Mar, 7 am - 10 pm",(28% off),https://m.media-amazon.com/images/I/61uZGapgvFL._AC_UY218_.jpg,"₹17,828","₹12,799",No,3.8,1507,Yes,"HP Smart Tank 589 All-in-One WiFi Colour Printer – Print/Scan/Copy, High Capacity Ink Tank, Wireless, Ideal for Home & Office Printing",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4MTgwMTk4NTM5NTI1ODg4OjE3NDE0MTk1NjU6c3BfYXRmX25leHQ6MzAwMDUwMjM2MzgxODMyOjowOjo&url=%2FHP-Smart-Colour-Printer-Included%2Fdp%2FB0BN1XT6TF%2Fref%3Dsr_1_49_sspa%3Fcrid%3DTINXTBF0YKTM%26dib%3DeyJ2IjoiMSJ9.6aCQc34a80Z44-8O1wHeiuxKbqimDGDv4_GRMe3C-5Unb45oBhQWE6iROUZIgxLHez9Q-lR1V5MJFOPwyDpD174Jj68a05xmcAzNJMpF79JmCxPaUbh9JE2pU9gpjcKpiImyOCCpFwBKe0NNt97kEGoWtHoX3NTE37w6ThlinficoS9Cbi09wZ-o6rO3Mk_vu98tUD4khqv4yghwrg4D1UQJ7Nko8fyM5Qt4GXmgfO0.RYH4NG2Q9wXefI_W5FGFh2oggoLt9GQTPSRp33Err40%26dib_tag%3Dse%26keywords%3Dprinter%26qid%3D1741419565%26sprefix%3Dprinter%252Caps%252C240%26sr%3D8-49-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
B0BN1S41VH,"Mon, 10 Mar, 7 am - 10 pm",(26% off),https://m.media-amazon.com/images/I/61LJaZbz3cL._AC_UY218_.jpg,"₹18,848","₹13,999",No,3.9,903,Yes,"HP Smart Tank 580 Aio WiFi Colour Wireless Solid Ink Printers with 1 Extra Black Ink Bottle (Upto 8000 Black & 6000 Colour Prints) + 1 Year Extended Warranty with PHA Coverage -Print, Scan & Copy",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4MTgwMTk4NTM5NTI1ODg4OjE3NDE0MTk1NjU6c3BfYXRmX25leHQ6MzAwMDUwMjM2MzgxNDMyOjowOjo&url=%2FHP-Printer-Extended-Warranty-coverage-Print%2Fdp%2FB0BN1S41VH%2Fref%3Dsr_1_50_sspa%3Fcrid%3DTINXTBF0YKTM%26dib%3DeyJ2IjoiMSJ9.6aCQc34a80Z44-8O1wHeiuxKbqimDGDv4_GRMe3C-5Unb45oBhQWE6iROUZIgxLHez9Q-lR1V5MJFOPwyDpD174Jj68a05xmcAzNJMpF79JmCxPaUbh9JE2pU9gpjcKpiImyOCCpFwBKe0NNt97kEGoWtHoX3NTE37w6ThlinficoS9Cbi09wZ-o6rO3Mk_vu98tUD4khqv4yghwrg4D1UQJ7Nko8fyM5Qt4GXmgfO0.RYH4NG2Q9wXefI_W5FGFh2oggoLt9GQTPSRp33Err40%26dib_tag%3Dse%26keywords%3Dprinter%26qid%3D1741419565%26sprefix%3Dprinter%252Caps%252C240%26sr%3D8-50-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
B01M8JVYFE,"Mon, 10 Mar, 7 am - 10 pm",N/A,https://m.media-amazon.com/images/I/51Pm-9RLQdL._AC_UY218_.jpg,"₹4,605","₹4,605",No,3.8,533,No,Canon Pixma E410 All-in-One Inkjet Printer (Black),https://www.amazon.in/Canon-Pixma-E410-Inkjet-Printer/dp/B01M8JVYFE/ref=sr_1_51?crid=TINXTBF0YKTM&dib=eyJ2IjoiMSJ9.6aCQc34a80Z44-8O1wHeiuxKbqimDGDv4_GRMe3C-5Unb45oBhQWE6iROUZIgxLHez9Q-lR1V5MJFOPwyDpD174Jj68a05xmcAzNJMpF79JmCxPaUbh9JE2pU9gpjcKpiImyOCCpFwBKe0NNt97kEGoWtHoX3NTE37w6ThlinficoS9Cbi09wZ-o6rO3Mk_vu98tUD4khqv4yghwrg4D1UQJ7Nko8fyM5Qt4GXmgfO0.RYH4NG2Q9wXefI_W5FGFh2oggoLt9GQTPSRp33Err40&dib_tag=se&keywords=printer&qid=1741419565&sprefix=printer%2Caps%2C240&sr=8-51
B08MC677FJ,"Mon, 10 Mar",(63% off),https://m.media-amazon.com/images/I/71SA2S9fm+L._AC_UY218_.jpg,"₹1,199",₹449,No,4.1,1197,No,"ZEBRONICS LPC12A Printer Cartridge for HP LJ 1010/1012/1015/1018/1020/1022/1022N/1022NW/3015/3020/3030/3050/3052/3055/M1005/M1005 / MFP/M1319f MFP, Canon LS LBP2900/2900B/3000",https://www.amazon.in/Zebronics-ZEB-LPC12A-Laser-Toner-Cartridge/dp/B08MC677FJ/ref=sr_1_52?crid=TINXTBF0YKTM&dib=eyJ2IjoiMSJ9.6aCQc34a80Z44-8O1wHeiuxKbqimDGDv4_GRMe3C-5Unb45oBhQWE6iROUZIgxLHez9Q-lR1V5MJFOPwyDpD174Jj68a05xmcAzNJMpF79JmCxPaUbh9JE2pU9gpjcKpiImyOCCpFwBKe0NNt97kEGoWtHoX3NTE37w6ThlinficoS9Cbi09wZ-o6rO3Mk_vu98tUD4khqv4yghwrg4D1UQJ7Nko8fyM5Qt4GXmgfO0.RYH4NG2Q9wXefI_W5FGFh2oggoLt9GQTPSRp33Err40&dib_tag=se&keywords=printer&qid=1741419565&sprefix=printer%2Caps%2C240&sr=8-52
B00NPW13DS,"Mon, 10 Mar, 7 am - 10 pm",(12% off),https://m.media-amazon.com/images/I/51LGpDtt5+L._AC_UY218_.jpg,"₹13,995","₹12,299",No,4.1,912,No,"Canon imageCLASS LBP6030W Wi-Fi Mono Printer, Windows, Mac and Linux Support",https://www.amazon.in/Canon-LBP6030W-Image-Class-Printer/dp/B00NPW13DS/ref=sr_1_53?crid=TINXTBF0YKTM&dib=eyJ2IjoiMSJ9.6aCQc34a80Z44-8O1wHeiuxKbqimDGDv4_GRMe3C-5Unb45oBhQWE6iROUZIgxLHez9Q-lR1V5MJFOPwyDpD174Jj68a05xmcAzNJMpF79JmCxPaUbh9JE2pU9gpjcKpiImyOCCpFwBKe0NNt97kEGoWtHoX3NTE37w6ThlinficoS9Cbi09wZ-o6rO3Mk_vu98tUD4khqv4yghwrg4D1UQJ7Nko8fyM5Qt4GXmgfO0.RYH4NG2Q9wXefI_W5FGFh2oggoLt9GQTPSRp33Err40&dib_tag=se&keywords=printer&qid=1741419565&sprefix=printer%2Caps%2C240&sr=8-53
B018ZE6G7I,"Mon, 10 Mar, 7 am - 10 pm",(29% off),https://m.media-amazon.com/images/I/61PX4h+IeuL._AC_UY218_.jpg,"₹22,990","₹16,299",No,4.3,1885,No,"Brother DCP-L2520D Automatic Duplex Laser Printer with 30 Pages Per Minute Print Speed, Multifunction (Print Scan Copy), 2 in 1 (ID) Copy Button, LCD Display, 32 MB Memory, 250 Sheet Paper Tray, USB",https://www.amazon.in/Brother-DCP-L2520D-Multi-Function-Monochrome-Auto-Duplex/dp/B018ZE6G7I/ref=sr_1_54?crid=TINXTBF0YKTM&dib=eyJ2IjoiMSJ9.6aCQc34a80Z44-8O1wHeiuxKbqimDGDv4_GRMe3C-5Unb45oBhQWE6iROUZIgxLHez9Q-lR1V5MJFOPwyDpD174Jj68a05xmcAzNJMpF79JmCxPaUbh9JE2pU9gpjcKpiImyOCCpFwBKe0NNt97kEGoWtHoX3NTE37w6ThlinficoS9Cbi09wZ-o6rO3Mk_vu98tUD4khqv4yghwrg4D1UQJ7Nko8fyM5Qt4GXmgfO0.RYH4NG2Q9wXefI_W5FGFh2oggoLt9GQTPSRp33Err40&dib_tag=se&keywords=printer&qid=1741419565&sprefix=printer%2Caps%2C240&sr=8-54
B0DJMHDVQG,"Sun, 16 Mar",(60% off),https://m.media-amazon.com/images/I/71oZ29LutnL._AC_UY218_.jpg,"₹1,999",₹799,Yes,2.6,34,No,Kravit Bluetooth Mini Printer for Students | Inkless Wireless Thermal Printer (Black & White) | Portable Ink Free Printer for Android & iOS | 1200mAh Rechargeable Battery,https://www.amazon.in/Kravit-Bluetooth-Students-Wireless-Rechargeable/dp/B0DJMHDVQG/ref=sr_1_55?crid=TINXTBF0YKTM&dib=eyJ2IjoiMSJ9.6aCQc34a80Z44-8O1wHeiuxKbqimDGDv4_GRMe3C-5Unb45oBhQWE6iROUZIgxLHez9Q-lR1V5MJFOPwyDpD174Jj68a05xmcAzNJMpF79JmCxPaUbh9JE2pU9gpjcKpiImyOCCpFwBKe0NNt97kEGoWtHoX3NTE37w6ThlinficoS9Cbi09wZ-o6rO3Mk_vu98tUD4khqv4yghwrg4D1UQJ7Nko8fyM5Qt4GXmgfO0.RYH4NG2Q9wXefI_W5FGFh2oggoLt9GQTPSRp33Err40&dib_tag=se&keywords=printer&qid=1741419565&sprefix=printer%2Caps%2C240&sr=8-55
B0C2C8LWBQ,"Mon, 10 Mar, 7 am - 10 pm",(32% off),https://m.media-amazon.com/images/I/61JmZAbmwlL._AC_UY218_.jpg,"₹26,582","₹17,999",No,3.7,123,No,"HP Laser MFP 1188fnw, Wireless, Print, Copy, Scan, Fax, 40-Sheet ADF, Hi-Speed USB 2.0, Ethernet, Up to 21 ppm, 150-sheet Input Tray, 100-sheet Output Tray, 1-Year Warranty, Black and White, 715A5A",https://www.amazon.in/HP-Wireless-150-sheet-100-sheet-715A5A/dp/B0C2C8LWBQ/ref=sr_1_56?crid=TINXTBF0YKTM&dib=eyJ2IjoiMSJ9.6aCQc34a80Z44-8O1wHeiuxKbqimDGDv4_GRMe3C-5Unb45oBhQWE6iROUZIgxLHez9Q-lR1V5MJFOPwyDpD174Jj68a05xmcAzNJMpF79JmCxPaUbh9JE2pU9gpjcKpiImyOCCpFwBKe0NNt97kEGoWtHoX3NTE37w6ThlinficoS9Cbi09wZ-o6rO3Mk_vu98tUD4khqv4yghwrg4D1UQJ7Nko8fyM5Qt4GXmgfO0.RYH4NG2Q9wXefI_W5FGFh2oggoLt9GQTPSRp33Err40&dib_tag=se&keywords=printer&qid=1741419565&sprefix=printer%2Caps%2C240&sr=8-56
B0CJJJ7DMY,"Mon, 10 Mar, 7 am - 10 pm",(32% off),https://m.media-amazon.com/images/I/61HcutgfDML._AC_UY218_.jpg,"₹8,861","₹5,999",No,3.7,44,No,HP Ink Advantage 2876 WiFi Colour Printer - Print/Scan/Copy Ideal for Home,https://www.amazon.in/HP-Advantage-Printer-Bluetooth-Simple/dp/B0CJJJ7DMY/ref=sr_1_57?crid=TINXTBF0YKTM&dib=eyJ2IjoiMSJ9.6aCQc34a80Z44-8O1wHeiuxKbqimDGDv4_GRMe3C-5Unb45oBhQWE6iROUZIgxLHez9Q-lR1V5MJFOPwyDpD174Jj68a05xmcAzNJMpF79JmCxPaUbh9JE2pU9gpjcKpiImyOCCpFwBKe0NNt97kEGoWtHoX3NTE37w6ThlinficoS9Cbi09wZ-o6rO3Mk_vu98tUD4khqv4yghwrg4D1UQJ7Nko8fyM5Qt4GXmgfO0.RYH4NG2Q9wXefI_W5FGFh2oggoLt9GQTPSRp33Err40&dib_tag=se&keywords=printer&qid=1741419565&sprefix=printer%2Caps%2C240&sr=8-57
B0B38NFCCQ,"Mon, 10 Mar, 7 am - 10 pm",(21% off),https://m.media-amazon.com/images/I/61mEvgQCM2L._AC_UY218_.jpg,"₹15,590","₹12,299",No,4.0,880,No,"Brother DCP-T426W Multifunction (Print Scan Copy) Ink Tank Color Printer Best for Home, 150 Sheet Paper Tray, WiFi, Print Up to 7.5 K Pages in Black and 5 K in Color Each for (CMY), Free Installation",https://www.amazon.in/Brother-DCP-T426W-Wi-Fi-Multifunction-Printer/dp/B0B38NFCCQ/ref=sr_1_58?crid=TINXTBF0YKTM&dib=eyJ2IjoiMSJ9.6aCQc34a80Z44-8O1wHeiuxKbqimDGDv4_GRMe3C-5Unb45oBhQWE6iROUZIgxLHez9Q-lR1V5MJFOPwyDpD174Jj68a05xmcAzNJMpF79JmCxPaUbh9JE2pU9gpjcKpiImyOCCpFwBKe0NNt97kEGoWtHoX3NTE37w6ThlinficoS9Cbi09wZ-o6rO3Mk_vu98tUD4khqv4yghwrg4D1UQJ7Nko8fyM5Qt4GXmgfO0.RYH4NG2Q9wXefI_W5FGFh2oggoLt9GQTPSRp33Err40&dib_tag=se&keywords=printer&qid=1741419565&sprefix=printer%2Caps%2C240&sr=8-58
B08M4V9WQG,"Mon, 10 Mar, 7 am - 10 pm",(18% off),https://m.media-amazon.com/images/I/515yRecAYfL._AC_UY218_.jpg,"₹23,850","₹19,499",No,4.3,1527,Yes,"Brother DCP-T820DW Printer - Auto Duplex Printing, Print, Scan, Copy, ADF, WiFi/LAN/USB, Print Up To 15K Pages In Black And 5K In Color Each For (CMY), Get An Extra Black Ink Bottle, Free Installation",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4MTgwMTk4NTM5NTI1ODg4OjE3NDE0MTk1NjU6c3BfbXRmOjMwMDQ1NzgxNTU5OTUzMjo6MDo6&url=%2FBrother-DCP-T820DW-Refill-Printer-Printing%2Fdp%2FB08M4V9WQG%2Fref%3Dsr_1_59_sspa%3Fcrid%3DTINXTBF0YKTM%26dib%3DeyJ2IjoiMSJ9.6aCQc34a80Z44-8O1wHeiuxKbqimDGDv4_GRMe3C-5Unb45oBhQWE6iROUZIgxLHez9Q-lR1V5MJFOPwyDpD174Jj68a05xmcAzNJMpF79JmCxPaUbh9JE2pU9gpjcKpiImyOCCpFwBKe0NNt97kEGoWtHoX3NTE37w6ThlinficoS9Cbi09wZ-o6rO3Mk_vu98tUD4khqv4yghwrg4D1UQJ7Nko8fyM5Qt4GXmgfO0.RYH4NG2Q9wXefI_W5FGFh2oggoLt9GQTPSRp33Err40%26dib_tag%3Dse%26keywords%3Dprinter%26qid%3D1741419565%26sprefix%3Dprinter%252Caps%252C240%26sr%3D8-59-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
B01EJ5MM5M,"Mon, 10 Mar, 7 am - 10 pm",(10% off),https://m.media-amazon.com/images/I/51TgRks3kIL._AC_UY218_.jpg,"₹3,875","₹3,499",No,3.4,14037,Yes,Canon Pixma MG2577s All-in-One Inkjet Colour Printer (Blue/White),https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4MTgwMTk4NTM5NTI1ODg4OjE3NDE0MTk1NjU6c3BfbXRmOjMwMDIyMDQ2MDc3ODczMjo6MDo6&url=%2FCanon-MG2577s-Inkjet-Colour-Printer%2Fdp%2FB01EJ5MM5M%2Fref%3Dsr_1_60_sspa%3Fcrid%3DTINXTBF0YKTM%26dib%3DeyJ2IjoiMSJ9.6aCQc34a80Z44-8O1wHeiuxKbqimDGDv4_GRMe3C-5Unb45oBhQWE6iROUZIgxLHez9Q-lR1V5MJFOPwyDpD174Jj68a05xmcAzNJMpF79JmCxPaUbh9JE2pU9gpjcKpiImyOCCpFwBKe0NNt97kEGoWtHoX3NTE37w6ThlinficoS9Cbi09wZ-o6rO3Mk_vu98tUD4khqv4yghwrg4D1UQJ7Nko8fyM5Qt4GXmgfO0.RYH4NG2Q9wXefI_W5FGFh2oggoLt9GQTPSRp33Err40%26dib_tag%3Dse%26keywords%3Dprinter%26qid%3D1741419565%26sprefix%3Dprinter%252Caps%252C240%26sr%3D8-60-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
B0CW835TVC,"Mon, 10 Mar",(49% off),https://m.media-amazon.com/images/I/71ZQAGfjXJL._AC_UY218_.jpg,"₹6,000","₹3,059",Yes,4.7,180,No,"SEZNIK Mini Printer, Ultra Hd wireless Print 304 Dpi | Inkless | Portable Monochrome Home Inkjet Printers| Bluetooth Printer Compatible With Android Ios | 1 Year Warranty (Mini-Ultrahd-Green)",https://www.amazon.in/SEZNIK-Portable-Bluetooth-Compatible-NanoX-UltraHD/dp/B0CW835TVC/ref=sr_1_61?crid=TINXTBF0YKTM&dib=eyJ2IjoiMSJ9.6aCQc34a80Z44-8O1wHeiuxKbqimDGDv4_GRMe3C-5Unb45oBhQWE6iROUZIgxLHez9Q-lR1V5MJFOPwyDpD174Jj68a05xmcAzNJMpF79JmCxPaUbh9JE2pU9gpjcKpiImyOCCpFwBKe0NNt97kEGoWtHoX3NTE37w6ThlinficoS9Cbi09wZ-o6rO3Mk_vu98tUD4khqv4yghwrg4D1UQJ7Nko8fyM5Qt4GXmgfO0.RYH4NG2Q9wXefI_W5FGFh2oggoLt9GQTPSRp33Err40&dib_tag=se&keywords=printer&qid=1741419565&sprefix=printer%2Caps%2C240&sr=8-61
B0BN287KYS,"Mon, 10 Mar, 7 am - 10 pm",(24% off),https://m.media-amazon.com/images/I/61lOXJvkxsL._AC_UY218_.jpg,"₹14,552","₹10,999",No,3.6,694,No,"HP Smart Tank 529 Aio Colour Ink Tank Printer, Print, Scan & Copy for Office/Home",https://www.amazon.in/HP-Smart-Colour-Printer-Included/dp/B0BN287KYS/ref=sr_1_62?crid=TINXTBF0YKTM&dib=eyJ2IjoiMSJ9.6aCQc34a80Z44-8O1wHeiuxKbqimDGDv4_GRMe3C-5Unb45oBhQWE6iROUZIgxLHez9Q-lR1V5MJFOPwyDpD174Jj68a05xmcAzNJMpF79JmCxPaUbh9JE2pU9gpjcKpiImyOCCpFwBKe0NNt97kEGoWtHoX3NTE37w6ThlinficoS9Cbi09wZ-o6rO3Mk_vu98tUD4khqv4yghwrg4D1UQJ7Nko8fyM5Qt4GXmgfO0.RYH4NG2Q9wXefI_W5FGFh2oggoLt9GQTPSRp33Err40&dib_tag=se&keywords=printer&qid=1741419565&sprefix=printer%2Caps%2C240&sr=8-62
B0DQGQY98X,"Tue, 11 Mar",(59% off),https://m.media-amazon.com/images/I/618FekmiHDL._AC_UY218_.jpg,"₹2,900","₹1,199",Yes,N/A,0,No,helett® HE760 Billing & Invoice Printer | 58mm Bluetooth Thermal Printer | Connect Android/iOS only via Bluetooth | No USB Connection | 203 DPI High Resolution (White),https://www.amazon.in/helett%C2%AE-HE760-Bluetooth-Connection-Resolution/dp/B0DQGQY98X/ref=sr_1_63?crid=TINXTBF0YKTM&dib=eyJ2IjoiMSJ9.6aCQc34a80Z44-8O1wHeiuxKbqimDGDv4_GRMe3C-5Unb45oBhQWE6iROUZIgxLHez9Q-lR1V5MJFOPwyDpD174Jj68a05xmcAzNJMpF79JmCxPaUbh9JE2pU9gpjcKpiImyOCCpFwBKe0NNt97kEGoWtHoX3NTE37w6ThlinficoS9Cbi09wZ-o6rO3Mk_vu98tUD4khqv4yghwrg4D1UQJ7Nko8fyM5Qt4GXmgfO0.RYH4NG2Q9wXefI_W5FGFh2oggoLt9GQTPSRp33Err40&dib_tag=se&keywords=printer&qid=1741419565&sprefix=printer%2Caps%2C240&sr=8-63
B09MFHQL9J,"Mon, 10 Mar, 7 am - 10 pm",(16% off),https://m.media-amazon.com/images/I/71iTKGrwrFL._AC_UY218_.jpg,"₹21,305.08","₹17,999",No,4.0,883,No,"HP Smart Tank 670 All-in-One Auto Duplex WiFi Integrated Ink Tank Colour Printer, Scanner, Copier- High Capacity Tank with Automatic Ink Sensor, Multicolor",https://www.amazon.in/HP-Integrated-Printer-Capacity-Automatic/dp/B09MFHQL9J/ref=sr_1_64?crid=TINXTBF0YKTM&dib=eyJ2IjoiMSJ9.6aCQc34a80Z44-8O1wHeiuxKbqimDGDv4_GRMe3C-5Unb45oBhQWE6iROUZIgxLHez9Q-lR1V5MJFOPwyDpD174Jj68a05xmcAzNJMpF79JmCxPaUbh9JE2pU9gpjcKpiImyOCCpFwBKe0NNt97kEGoWtHoX3NTE37w6ThlinficoS9Cbi09wZ-o6rO3Mk_vu98tUD4khqv4yghwrg4D1UQJ7Nko8fyM5Qt4GXmgfO0.RYH4NG2Q9wXefI_W5FGFh2oggoLt9GQTPSRp33Err40&dib_tag=se&keywords=printer&qid=1741419565&sprefix=printer%2Caps%2C240&sr=8-64
B098K3H92Z,"Mon, 10 Mar",(33% off),https://m.media-amazon.com/images/I/51XzimFS-pL._AC_UY218_.jpg,₹899,₹599,Yes,4.3,136698,No,"TP-Link USB Bluetooth Adapter for PC, 5.3 Bluetooth Dongle Receiver (UB500) Supports Windows 11/10/8.1/7 for Desktop, Laptop, Mouse, Keyboard, Printers, Headsets, Speakers, PS4/ Xbox Controllers.",https://www.amazon.in/TP-Link-Bluetooth-Receiver-UB500-Controllers/dp/B098K3H92Z/ref=sr_1_65?crid=TINXTBF0YKTM&dib=eyJ2IjoiMSJ9.6aCQc34a80Z44-8O1wHeiuxKbqimDGDv4_GRMe3C-5Unb45oBhQWE6iROUZIgxLHez9Q-lR1V5MJFOPwyDpD174Jj68a05xmcAzNJMpF79JmCxPaUbh9JE2pU9gpjcKpiImyOCCpFwBKe0NNt97kEGoWtHoX3NTE37w6ThlinficoS9Cbi09wZ-o6rO3Mk_vu98tUD4khqv4yghwrg4D1UQJ7Nko8fyM5Qt4GXmgfO0.RYH4NG2Q9wXefI_W5FGFh2oggoLt9GQTPSRp33Err40&dib_tag=se&keywords=printer&qid=1741419565&sprefix=printer%2Caps%2C240&sr=8-65
B0BY93XX3L,"Mon, 10 Mar, 7 am - 10 pm",(33% off),https://m.media-amazon.com/images/I/51eFW89ytAL._AC_UY218_.jpg,"₹24,775","₹16,499",No,3.7,95,No,"Canon PIXMA MegaTank G4770 All-in-one (Print, Scan, Copy) Wireless Inktank Printer with ADF and Fax",https://www.amazon.in/Canon-G4770-Wireless-Inktank-Printer/dp/B0BY93XX3L/ref=sr_1_66?crid=TINXTBF0YKTM&dib=eyJ2IjoiMSJ9.6aCQc34a80Z44-8O1wHeiuxKbqimDGDv4_GRMe3C-5Unb45oBhQWE6iROUZIgxLHez9Q-lR1V5MJFOPwyDpD174Jj68a05xmcAzNJMpF79JmCxPaUbh9JE2pU9gpjcKpiImyOCCpFwBKe0NNt97kEGoWtHoX3NTE37w6ThlinficoS9Cbi09wZ-o6rO3Mk_vu98tUD4khqv4yghwrg4D1UQJ7Nko8fyM5Qt4GXmgfO0.RYH4NG2Q9wXefI_W5FGFh2oggoLt9GQTPSRp33Err40&dib_tag=se&keywords=printer&qid=1741419565&sprefix=printer%2Caps%2C240&sr=8-66
